Yuan Dean Scientific Co., LTD
DC-DC CONVERTER  ATE Product Test  Type: 01D-3R3-1C-(NA052)
輸出組別 : 1OUT
客戶名稱: 達運
批號: YS11-17110027
預測數量:  1000 
輸入低電壓  :  4.75  V  
輸入正常電壓 :  24  V  
輸入高電壓  :  36  V  
測試負載  滿載 :  1  Amp輕載 :  0.1  Amp
交越測試  負載_F :  100  Amp  負載_N  :  1  Amp
記錄日期 2018/1/2 
記錄項目  ,  , 空載輸入電流_L  ,空載輸入電流_N   ,空載輸入電流_H  ,空載輸入功率_L  ,空載輸入功率_N   ,空載輸入功率_H   ,空載輸出電壓 CH1_L  ,空載輸出電壓 CH1_N   ,空載輸出電壓 CH1_H  ,空載輸出電壓 CH2_L  ,空載輸出電壓 CH2_N   ,空載輸出電壓 CH2_H   ,空載漣波雜訊CH1_L  ,空載漣波雜訊CH1_N   , 空載漣波雜訊 CH1_H  ,空載漣波雜訊CH2_L  ,空載漣波雜訊 CH2_N   ,空載漣波雜訊CH2_H   ,滿載輸入電流_L  ,滿載輸入電流_N   ,滿載輸入電流_H  ,滿載輸入功率_L  ,滿載輸入功率_N   ,滿載輸入功率_H   , 滿載輸出電壓 CH1_L  ,滿載輸出電壓 CH1_N   , 滿載輸出電壓 CH1_H  ,滿載輸出電壓 CH2_L  ,滿載輸出電壓 CH2_N   ,滿載輸出電壓 CH2_H   ,滿載漣波雜訊CH1_L  ,滿載漣波雜訊CH1_N   , 滿載漣波雜訊 CH1_H  ,滿載漣波雜訊CH2_L  ,滿載漣波雜訊 CH2_N   ,滿載漣波雜訊CH2_H   ,滿載效率_L  ,滿載效率_N  ,滿載效率_H  ,輸入電壓變動穩壓率 CH1   ,輸入電壓變動穩壓率 CH2  ,輸出負載變動穩壓率CH1_L  ,輸出負載變動穩壓率CH1_N  ,輸出負載變動穩壓率CH1_H  ,輸出負載變動穩壓率CH2_L  ,輸出負載變動穩壓率CH2_N  ,輸出負載變動穩壓率CH2_H   ,短路保護測試_L  ,短路保護測試_N   ,短路保護測試_H  ,過電流保護測試_L  ,過電流保護測試_N   ,過電流保護測試_H   ,遠端控制關機測試  ,輸出電壓整理微調正緣   ,輸出電壓整理微調負緣  ,遞減遠端控制關機測試_L  ,遞減遠端控制關機測試_N   ,遞減遠端控制關機測試_H  ,過電壓保護_L  ,過電壓保護_N   ,過電壓保護_H    ,遞減欠壓鎖定_L  ,遞增過電流保護_L  ,遞增過電流保護_N  ,遞增過電流保護_H , 遞增遠端控制開機測試_L  ,遞增遠端控制開機測試_N  ,遞增遠端控制開機測試_H  ,交越負載CH1_L  ,交越負載CH1_N  ,交越負載CH1_H  ,交越負載CH2_L  ,交越負載CH2_N  ,交越負載CH2_H  ,日期 ,時間 
 1519 ,PASS ,  1.573  , 0  , 1.087  , 0.007  , 0  , 0.038  , 3.313  , 0  , 3.315  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 767.194  , 0  , 112.344  , 3.642  , 0  , 4.04  , 3.295  , 3.294  , 3.293  , 0  , 0  , 0  , 18.4  , 0  , 16  , 0  , 0  , 0  , 90.36243  , 0  , 81.4109  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 359.869  , 0  , 51.809  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:13:30 
 1520 ,PASS ,  1.567  , 0  , 1.05  , 0.007  , 0  , 0.039  , 3.351  , 0  , 3.351  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 775.255  , 0  , 113.241  , 3.678  , 0  , 4.072  , 3.335  , 3.333  , 3.33  , 0  , 0  , 0  , 20  , 0  , 17.6  , 0  , 0  , 0  , 90.64709  , 0  , 81.58154  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 379.959  , 0  , 52.786  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:13:54 
 1521 ,PASS ,  1.531  , 0  , 1.076  , 0.007  , 0  , 0.038  , 3.36  , 0  , 3.363  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 776.851  , 0  , 113.417  , 3.687  , 0  , 4.077  , 3.344  , 3.341  , 3.343  , 0  , 0  , 0  , 18.4  , 0  , 16.8  , 0  , 0  , 0  , 90.50719  , 0  , 81.97204  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 383.341  , 0  , 52.949  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:14:20 
 1522 ,PASS ,  1.547  , 0  , 1.095  , 0.007  , 0  , 0.038  , 3.356  , 0  , 3.356  , 0  , 0  , 0  , 5.6  , 0  , 12  , 0  , 0  , 0  , 774.977  , 0  , 113.448  , 3.678  , 0  , 4.079  , 3.339  , 3.335  , 3.335  , 0  , 0  , 0  , 18.4  , 0  , 17.6  , 0  , 0  , 0  , 90.8646  , 0  , 81.68669  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 374.927  , 0  , 55.345  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:14:45 
 1523 ,PASS ,  1.555  , 0  , 1.078  , 0.007  , 0  , 0.038  , 3.344  , 0  , 3.344  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 772.571  , 0  , 112.716  , 3.664  , 0  , 4.054  , 3.323  , 3.32  , 3.32  , 0  , 0  , 0  , 17.6  , 0  , 18.4  , 0  , 0  , 0  , 90.93887  , 0  , 81.7711  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 362.949  , 0  , 49.026  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:15:12 
 1524 ,PASS ,  1.514  , 0  , 1.093  , 0.007  , 0  , 0.038  , 3.295  , 0  , 3.294  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 763.949  , 0  , 111.95  , 3.625  , 0  , 4.025  , 3.275  , 3.271  , 3.271  , 0  , 0  , 0  , 18.4  , 0  , 18.4  , 0  , 0  , 0  , 90.04137  , 0  , 81.1677  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 367.073  , 0  , 54.753  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:15:36 
 1525 ,PASS ,  1.594  , 0  , 1.1  , 0.007  , 0  , 0.04  , 3.328  , 0  , 3.329  , 0  , 0  , 0  , 5.6  , 0  , 11.2  , 0  , 0  , 0  , 771.426  , 0  , 112.573  , 3.66  , 0  , 4.048  , 3.313  , 3.309  , 3.309  , 0  , 0  , 0  , 18.4  , 0  , 17.6  , 0  , 0  , 0  , 90.57377  , 0  , 81.57115  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 419.923  , 0  , 58.475  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:16:01 
 1526 ,PASS ,  1.591  , 0  , 1.072  , 0.007  , 0  , 0.039  , 3.344  , 0  , 3.345  , 0  , 0  , 0  , 6.4  , 0  , 12  , 0  , 0  , 0  , 772.545  , 0  , 113.171  , 3.666  , 0  , 4.069  , 3.325  , 3.321  , 3.321  , 0  , 0  , 0  , 16.8  , 0  , 19.2  , 0  , 0  , 0  , 90.67103  , 0  , 81.46966  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 338.774  , 0  , 47.944  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:16:25 
 1527 ,PASS ,  1.512  , 0  , 1.087  , 0.007  , 0  , 0.038  , 3.321  , 0  , 3.323  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 768.961  , 0  , 112.572  , 3.65  , 0  , 4.047  , 3.305  , 3.3  , 3.299  , 0  , 0  , 0  , 18.4  , 0  , 21.6  , 0  , 0  , 0  , 90.38356  , 0  , 81.5666  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 410.852  , 0  , 58.702  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:16:50 
 1528 ,PASS ,  1.571  , 0  , 1.109  , 0.008  , 0  , 0.04  , 3.334  , 0  , 3.334  , 0  , 0  , 0  , 5.6  , 0  , 10.4  , 0  , 0  , 0  , 769.988  , 0  , 112.552  , 3.655  , 0  , 4.047  , 3.313  , 3.31  , 3.31  , 0  , 0  , 0  , 18.4  , 0  , 20  , 0  , 0  , 0  , 90.342  , 0  , 81.81369  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 368.159  , 0  , 52.62  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:17:14 
 1529 ,PASS ,  1.553  , 0  , 1.049  , 0.007  , 0  , 0.038  , 3.349  , 0  , 3.35  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 774.244  , 0  , 113.288  , 3.676  , 0  , 4.072  , 3.333  , 3.329  , 3.329  , 0  , 0  , 0  , 17.6  , 0  , 19.2  , 0  , 0  , 0  , 90.50598  , 0  , 81.77799  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 315.045  , 0  , 45.512  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:17:38 
 1530 ,PASS ,  1.553  , 0  , 1.124  , 0.007  , 0  , 0.04  , 3.346  , 0  , 3.346  , 0  , 0  , 0  , 5.6  , 0  , 10.4  , 0  , 0  , 0  , 773.118  , 0  , 113.168  , 3.668  , 0  , 4.069  , 3.326  , 3.325  , 3.324  , 0  , 0  , 0  , 18.4  , 0  , 18.4  , 0  , 0  , 0  , 90.70338  , 0  , 81.69083  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 332.061  , 0  , 44.925  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:18:03 
 1531 ,PASS ,  1.709  , 0  , 1.127  , 0.008  , 0  , 0.04  , 3.328  , 0  , 3.329  , 0  , 0  , 0  , 5.6  , 0  , 10.4  , 0  , 0  , 0  , 769.979  , 0  , 112.858  , 3.655  , 0  , 4.06  , 3.311  , 3.309  , 3.308  , 0  , 0  , 0  , 17.6  , 0  , 19.2  , 0  , 0  , 0  , 90.4788  , 0  , 81.25616  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 373.366  , 0  , 54.211  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:18:28 
 1532 ,PASS ,  1.595  , 0  , 1.106  , 0.008  , 0  , 0.039  , 3.338  , 0  , 3.336  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 772.161  , 0  , 112.893  , 3.662  , 0  , 4.06  , 3.32  , 3.315  , 3.315  , 0  , 0  , 0  , 17.6  , 0  , 21.6  , 0  , 0  , 0  , 90.57892  , 0  , 81.4532  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 299.708  , 0  , 43.881  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:18:53 
 1533 ,PASS ,  1.596  , 0  , 1.085  , 0.008  , 0  , 0.038  , 3.354  , 0  , 3.355  , 0  , 0  , 0  , 5.6  , 0  , 11.2  , 0  , 0  , 0  , 774.797  , 0  , 113.463  , 3.678  , 0  , 4.079  , 3.338  , 3.334  , 3.334  , 0  , 0  , 0  , 19.2  , 0  , 18.4  , 0  , 0  , 0  , 90.67428  , 0  , 81.66218  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 360.366  , 0  , 52.209  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:19:19 
 1534 ,PASS ,  1.537  , 0  , 1.084  , 0.007  , 0  , 0.039  , 3.358  , 0  , 3.359  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 776.266  , 0  , 113.752  , 3.683  , 0  , 4.089  , 3.343  , 3.339  , 3.34  , 0  , 0  , 0  , 19.2  , 0  , 18.4  , 0  , 0  , 0  , 90.55118  , 0  , 81.56028  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 376.03  , 0  , 53.596  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:19:44 
 1535 ,PASS ,  1.528  , 0  , 1.095  , 0.007  , 0  , 0.039  , 3.341  , 0  , 3.341  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 772.118  , 0  , 112.706  , 3.663  , 0  , 4.053  , 3.321  , 3.319  , 3.318  , 0  , 0  , 0  , 20  , 0  , 17.6  , 0  , 0  , 0  , 90.49959  , 0  , 81.69257  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 342.562  , 0  , 48.854  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:20:09 
 1536 ,PASS ,  1.515  , 0  , 1.111  , 0.007  , 0  , 0.039  , 3.326  , 0  , 3.328  , 0  , 0  , 0  , 8  , 0  , 12  , 0  , 0  , 0  , 770.148  , 0  , 112.466  , 3.652  , 0  , 4.043  , 3.309  , 3.304  , 3.304  , 0  , 0  , 0  , 18.4  , 0  , 19.2  , 0  , 0  , 0  , 90.38883  , 0  , 81.64729  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 373.643  , 0  , 51.537  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:20:33 
 1537 ,PASS ,  1.602  , 0  , 1.114  , 0.008  , 0  , 0.04  , 3.31  , 0  , 3.31  , 0  , 0  , 0  , 5.6  , 0  , 12.8  , 0  , 0  , 0  , 766.668  , 0  , 112.005  , 3.637  , 0  , 4.026  , 3.293  , 3.29  , 3.289  , 0  , 0  , 0  , 20  , 0  , 18.4  , 0  , 0  , 0  , 90.21171  , 0  , 81.56979  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 365.114  , 0  , 53.684  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:20:57 
 1538 ,PASS ,  1.603  , 0  , 1.107  , 0.008  , 0  , 0.039  , 3.326  , 0  , 3.326  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 770.388  , 0  , 112.904  , 3.653  , 0  , 4.06  , 3.309  , 3.305  , 3.305  , 0  , 0  , 0  , 17.6  , 0  , 20  , 0  , 0  , 0  , 90.44621  , 0  , 81.30542  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 338.583  , 0  , 46.368  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:21:22 
 1539 ,PASS ,  1.674  , 0  , 1.114  , 0.008  , 0  , 0.04  , 3.359  , 0  , 3.359  , 0  , 0  , 0  , 5.6  , 0  , 11.2  , 0  , 0  , 0  , 776.398  , 0  , 113.705  , 3.684  , 0  , 4.089  , 3.343  , 3.339  , 3.34  , 0  , 0  , 0  , 18.4  , 0  , 16.8  , 0  , 0  , 0  , 90.60803  , 0  , 81.51137  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 350.505  , 0  , 51.568  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:21:49 
 1540 ,PASS ,  1.582  , 0  , 1.085  , 0.008  , 0  , 0.039  , 3.361  , 0  , 3.361  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 776.431  , 0  , 113.662  , 3.685  , 0  , 4.086  , 3.343  , 3.34  , 3.339  , 0  , 0  , 0  , 20.8  , 0  , 18.4  , 0  , 0  , 0  , 90.66486  , 0  , 81.42438  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 367.998  , 0  , 52.645  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:22:13 
 1541 ,PASS ,  1.566  , 0  , 1.092  , 0.007  , 0  , 0.039  , 3.355  , 0  , 3.355  , 0  , 0  , 0  , 7.2  , 0  , 12  , 0  , 0  , 0  , 775.909  , 0  , 113.754  , 3.681  , 0  , 4.09  , 3.338  , 3.335  , 3.334  , 0  , 0  , 0  , 18.4  , 0  , 22.4  , 0  , 0  , 0  , 90.57322  , 0  , 81.51589  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 388.05  , 0  , 54.923  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:22:37 
 1542 ,PASS ,  1.515  , 0  , 1.076  , 0.007  , 0  , 0.038  , 3.325  , 0  , 3.326  , 0  , 0  , 0  , 7.2  , 0  , 12  , 0  , 0  , 0  , 769.358  , 0  , 112.395  , 3.652  , 0  , 4.041  , 3.306  , 3.306  , 3.304  , 0  , 0  , 0  , 18.4  , 0  , 18.4  , 0  , 0  , 0  , 90.49836  , 0  , 81.51447  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 346.026  , 0  , 47.345  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:23:00 
 1543 ,PASS ,  1.606  , 0  , 1.107  , 0.008  , 0  , 0.038  , 3.278  , 0  , 3.28  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 760.871  , 0  , 111.405  , 3.608  , 0  , 4.006  , 3.26  , 3.259  , 3.256  , 0  , 0  , 0  , 19.2  , 0  , 17.6  , 0  , 0  , 0  , 90.32705  , 0  , 81.20319  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 335.362  , 0  , 50.432  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:23:23 
 1544 ,PASS ,  1.635  , 0  , 1.099  , 0.008  , 0  , 0.04  , 3.32  , 0  , 3.32  , 0  , 0  , 0  , 5.6  , 0  , 12  , 0  , 0  , 0  , 769.075  , 0  , 112.319  , 3.647  , 0  , 4.038  , 3.301  , 3.299  , 3.3  , 0  , 0  , 0  , 17.6  , 0  , 18.4  , 0  , 0  , 0  , 90.56759  , 0  , 81.45121  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 366.059  , 0  , 53.476  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:23:48 
 1545 ,PASS ,  1.596  , 0  , 1.099  , 0.007  , 0  , 0.039  , 3.319  , 0  , 3.318  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 768.864  , 0  , 112.524  , 3.647  , 0  , 4.047  , 3.3  , 3.299  , 3.298  , 0  , 0  , 0  , 19.2  , 0  , 19.2  , 0  , 0  , 0  , 90.26597  , 0  , 81.3195  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 387.813  , 0  , 54.829  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:24:12 
 1546 ,PASS ,  1.598  , 0  , 1.127  , 0.008  , 0  , 0.039  , 3.35  , 0  , 3.351  , 0  , 0  , 0  , 5.6  , 0  , 10.4  , 0  , 0  , 0  , 774.911  , 0  , 113.539  , 3.676  , 0  , 4.082  , 3.335  , 3.333  , 3.331  , 0  , 0  , 0  , 18.4  , 0  , 16.8  , 0  , 0  , 0  , 90.69641  , 0  , 81.43067  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 340.48  , 0  , 48.171  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:24:35 
 1547 ,PASS ,  1.548  , 0  , 1.104  , 0.007  , 0  , 0.039  , 3.318  , 0  , 3.318  , 0  , 0  , 0  , 6.4  , 0  , 12.8  , 0  , 0  , 0  , 768.02  , 0  , 112.425  , 3.644  , 0  , 4.041  , 3.3  , 3.299  , 3.295  , 0  , 0  , 0  , 18.4  , 0  , 18.4  , 0  , 0  , 0  , 90.42262  , 0  , 81.61346  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 407.507  , 0  , 57.024  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:24:59 
 1548 ,PASS ,  1.53  , 0  , 1.056  , 0.007  , 0  , 0.039  , 3.306  , 0  , 3.306  , 0  , 0  , 0  , 7.2  , 0  , 11.2  , 0  , 0  , 0  , 765.7  , 0  , 112.19  , 3.631  , 0  , 4.033  , 3.286  , 3.284  , 3.284  , 0  , 0  , 0  , 18.4  , 0  , 19.2  , 0  , 0  , 0  , 90.41586  , 0  , 81.40342  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 338.357  , 0  , 47.064  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:25:22 
 1549 ,PASS ,  1.538  , 0  , 1.107  , 0.007  , 0  , 0.039  , 3.324  , 0  , 3.325  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 769.051  , 0  , 112.385  , 3.648  , 0  , 4.04  , 3.304  , 3.303  , 3.303  , 0  , 0  , 0  , 19.2  , 0  , 18.4  , 0  , 0  , 0  , 90.48795  , 0  , 81.70792  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 333.879  , 0  , 46.711  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:25:47 
 1550 ,PASS ,  1.588  , 0  , 1.114  , 0.008  , 0  , 0.039  , 3.35  , 0  , 3.35  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 773.315  , 0  , 113.104  , 3.669  , 0  , 4.067  , 3.33  , 3.326  , 3.325  , 0  , 0  , 0  , 17.6  , 0  , 18.4  , 0  , 0  , 0  , 90.62415  , 0  , 81.36218  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 369.98  , 0  , 54.903  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:26:10 
 1551 ,PASS ,  1.596  , 0  , 1.106  , 0.008  , 0  , 0.039  , 3.318  , 0  , 3.316  , 0  , 0  , 0  , 6.4  , 0  , 12  , 0  , 0  , 0  , 768.142  , 0  , 112.062  , 3.642  , 0  , 4.029  , 3.299  , 3.295  , 3.295  , 0  , 0  , 0  , 20  , 0  , 20  , 0  , 0  , 0  , 90.1977  , 0  , 81.75726  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 363.336  , 0  , 50.095  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/2 ,下午 06:26:34 
