Yuan Dean Scientific Co., LTD
DC-DC CONVERTER  ATE Product Test  Type: 01D-3R3-1C-(NA052)
輸出組別 : 1OUT
客戶名稱: 達運
批號: YS11-17110027
預測數量:  1000 
輸入低電壓  :  4.75  V  
輸入正常電壓 :  24  V  
輸入高電壓  :  36  V  
測試負載  滿載 :  1  Amp輕載 :  0.1  Amp
交越測試  負載_F :  100  Amp  負載_N  :  1  Amp
記錄日期 2018/1/2 
記錄項目  ,  , 空載輸入電流_L  ,空載輸入電流_N   ,空載輸入電流_H  ,空載輸入功率_L  ,空載輸入功率_N   ,空載輸入功率_H   ,空載輸出電壓 CH1_L  ,空載輸出電壓 CH1_N   ,空載輸出電壓 CH1_H  ,空載輸出電壓 CH2_L  ,空載輸出電壓 CH2_N   ,空載輸出電壓 CH2_H   ,空載漣波雜訊CH1_L  ,空載漣波雜訊CH1_N   , 空載漣波雜訊 CH1_H  ,空載漣波雜訊CH2_L  ,空載漣波雜訊 CH2_N   ,空載漣波雜訊CH2_H   ,滿載輸入電流_L  ,滿載輸入電流_N   ,滿載輸入電流_H  ,滿載輸入功率_L  ,滿載輸入功率_N   ,滿載輸入功率_H   , 滿載輸出電壓 CH1_L  ,滿載輸出電壓 CH1_N   , 滿載輸出電壓 CH1_H  ,滿載輸出電壓 CH2_L  ,滿載輸出電壓 CH2_N   ,滿載輸出電壓 CH2_H   ,滿載漣波雜訊CH1_L  ,滿載漣波雜訊CH1_N   , 滿載漣波雜訊 CH1_H  ,滿載漣波雜訊CH2_L  ,滿載漣波雜訊 CH2_N   ,滿載漣波雜訊CH2_H   ,滿載效率_L  ,滿載效率_N  ,滿載效率_H  ,輸入電壓變動穩壓率 CH1   ,輸入電壓變動穩壓率 CH2  ,輸出負載變動穩壓率CH1_L  ,輸出負載變動穩壓率CH1_N  ,輸出負載變動穩壓率CH1_H  ,輸出負載變動穩壓率CH2_L  ,輸出負載變動穩壓率CH2_N  ,輸出負載變動穩壓率CH2_H   ,短路保護測試_L  ,短路保護測試_N   ,短路保護測試_H  ,過電流保護測試_L  ,過電流保護測試_N   ,過電流保護測試_H   ,遠端控制關機測試  ,輸出電壓整理微調正緣   ,輸出電壓整理微調負緣  ,遞減遠端控制關機測試_L  ,遞減遠端控制關機測試_N   ,遞減遠端控制關機測試_H  ,過電壓保護_L  ,過電壓保護_N   ,過電壓保護_H    ,遞減欠壓鎖定_L  ,遞增過電流保護_L  ,遞增過電流保護_N  ,遞增過電流保護_H , 遞增遠端控制開機測試_L  ,遞增遠端控制開機測試_N  ,遞增遠端控制開機測試_H  ,交越負載CH1_L  ,交越負載CH1_N  ,交越負載CH1_H  ,交越負載CH2_L  ,交越負載CH2_N  ,交越負載CH2_H  ,日期 ,時間 
 1988 ,PASS ,  1.567  , 0  , 1.12  , 0.007  , 0  , 0.04  , 3.331  , 0  , 3.331  , 0  , 0  , 0  , 5.6  , 0  , 11.2  , 0  , 0  , 0  , 770.592  , 0  , 112.795  , 3.655  , 0  , 4.054  , 3.313  , 3.31  , 3.308  , 0  , 0  , 0  , 19.2  , 0  , 17.6  , 0  , 0  , 0  , 90.42408  , 0  , 81.54909  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 393.633  , 0  , 57.408  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:39:51 
 1989 ,PASS ,  1.561  , 0  , 1.089  , 0.007  , 0  , 0.039  , 3.335  , 0  , 3.335  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 771.818  , 0  , 113.1  , 3.662  , 0  , 4.066  , 3.316  , 3.311  , 3.311  , 0  , 0  , 0  , 18.4  , 0  , 18.4  , 0  , 0  , 0  , 90.36046  , 0  , 81.50517  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 378.931  , 0  , 56.493  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:40:15 
 1990 ,PASS ,  1.52  , 0  , 1.099  , 0.007  , 0  , 0.04  , 3.336  , 0  , 3.336  , 0  , 0  , 0  , 5.6  , 0  , 11.2  , 0  , 0  , 0  , 770.452  , 0  , 113.003  , 3.657  , 0  , 4.063  , 3.319  , 3.316  , 3.316  , 0  , 0  , 0  , 18.4  , 0  , 19.2  , 0  , 0  , 0  , 90.34727  , 0  , 81.56534  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 405.431  , 0  , 61.44  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:40:40 
 1991 ,PASS ,  1.555  , 0  , 1.128  , 0.007  , 0  , 0.04  , 3.345  , 0  , 3.344  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 773.145  , 0  , 113.157  , 3.67  , 0  , 4.068  , 3.328  , 3.324  , 3.323  , 0  , 0  , 0  , 18.4  , 0  , 19.2  , 0  , 0  , 0  , 90.43597  , 0  , 81.34219  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 391.389  , 0  , 57.189  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:41:04 
 1992 ,PASS ,  1.559  , 0  , 1.104  , 0.007  , 0  , 0.039  , 3.36  , 0  , 3.36  , 0  , 0  , 0  , 7.2  , 0  , 10.4  , 0  , 0  , 0  , 775.501  , 0  , 113.47  , 3.68  , 0  , 4.079  , 3.339  , 3.338  , 3.336  , 0  , 0  , 0  , 18.4  , 0  , 16  , 0  , 0  , 0  , 90.40761  , 0  , 81.66218  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 383.268  , 0  , 54.677  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:41:28 
 1993 ,PASS ,  1.536  , 0  , 1.078  , 0.007  , 0  , 0.038  , 3.318  , 0  , 3.318  , 0  , 0  , 0  , 7.2  , 0  , 10.4  , 0  , 0  , 0  , 767.664  , 0  , 112.373  , 3.641  , 0  , 4.04  , 3.3  , 3.298  , 3.298  , 0  , 0  , 0  , 19.2  , 0  , 18.4  , 0  , 0  , 0  , 90.52458  , 0  , 81.53465  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 300.652  , 0  , 41.102  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:41:52 
 1994 ,PASS ,  1.56  , 0  , 1.109  , 0.007  , 0  , 0.039  , 3.319  , 0  , 3.319  , 0  , 0  , 0  , 6.4  , 0  , 12  , 0  , 0  , 0  , 768.386  , 0  , 112.508  , 3.648  , 0  , 4.045  , 3.301  , 3.299  , 3.296  , 0  , 0  , 0  , 17.6  , 0  , 20  , 0  , 0  , 0  , 90.48795  , 0  , 81.63165  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 376.895  , 0  , 53.62  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:42:16 
 1995 ,PASS ,  1.656  , 0  , 1.1  , 0.008  , 0  , 0.039  , 3.339  , 0  , 3.339  , 0  , 0  , 0  , 5.6  , 0  , 11.2  , 0  , 0  , 0  , 772.082  , 0  , 112.664  , 3.665  , 0  , 4.052  , 3.321  , 3.318  , 3.319  , 0  , 0  , 0  , 18.4  , 0  , 20.8  , 0  , 0  , 0  , 90.34106  , 0  , 81.66338  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 328.705  , 0  , 46.01  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:42:43 
 1996 ,PASS ,  1.505  , 0  , 1.089  , 0.007  , 0  , 0.039  , 3.326  , 0  , 3.326  , 0  , 0  , 0  , 5.6  , 0  , 12  , 0  , 0  , 0  , 768.851  , 0  , 112.546  , 3.65  , 0  , 4.046  , 3.306  , 3.303  , 3.303  , 0  , 0  , 0  , 19.2  , 0  , 16.8  , 0  , 0  , 0  , 90.68493  , 0  , 81.33959  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 372.407  , 0  , 52.877  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:43:06 
 1997 ,PASS ,  1.605  , 0  , 1.092  , 0.008  , 0  , 0.038  , 3.344  , 0  , 3.341  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 772.495  , 0  , 112.919  , 3.668  , 0  , 4.061  , 3.325  , 3.323  , 3.321  , 0  , 0  , 0  , 17.6  , 0  , 18.4  , 0  , 0  , 0  , 90.43075  , 0  , 81.65477  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 358.035  , 0  , 51.366  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:43:30 
 1998 ,PASS ,  1.63  , 0  , 1.09  , 0.008  , 0  , 0.038  , 3.35  , 0  , 3.35  , 0  , 0  , 0  , 5.6  , 0  , 10.4  , 0  , 0  , 0  , 773.486  , 0  , 113.452  , 3.673  , 0  , 4.081  , 3.331  , 3.328  , 3.328  , 0  , 0  , 0  , 19.2  , 0  , 17.6  , 0  , 0  , 0  , 90.471  , 0  , 81.2791  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 343.435  , 0  , 45.905  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:43:55 
 1999 ,PASS ,  1.524  , 0  , 1.089  , 0.007  , 0  , 0.039  , 3.308  , 0  , 3.309  , 0  , 0  , 0  , 5.6  , 0  , 12  , 0  , 0  , 0  , 764.82  , 0  , 112.052  , 3.631  , 0  , 4.029  , 3.289  , 3.285  , 3.284  , 0  , 0  , 0  , 18.4  , 0  , 20  , 0  , 0  , 0  , 90.69127  , 0  , 81.50906  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 356.43  , 0  , 51.131  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:44:18 
 2000 ,PASS ,  1.596  , 0  , 1.106  , 0.007  , 0  , 0.04  , 3.33  , 0  , 3.33  , 0  , 0  , 0  , 5.6  , 0  , 11.2  , 0  , 0  , 0  , 770.278  , 0  , 112.936  , 3.656  , 0  , 4.06  , 3.313  , 3.308  , 3.308  , 0  , 0  , 0  , 19.2  , 0  , 19.2  , 0  , 0  , 0  , 90.26258  , 0  , 81.33006  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 344.443  , 0  , 49.869  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:44:42 
 2001 ,PASS ,  1.587  , 0  , 1.119  , 0.008  , 0  , 0.04  , 3.338  , 0  , 3.338  , 0  , 0  , 0  , 7.2  , 0  , 11.2  , 0  , 0  , 0  , 771.483  , 0  , 113.063  , 3.661  , 0  , 4.064  , 3.32  , 3.316  , 3.315  , 0  , 0  , 0  , 18.4  , 0  , 20  , 0  , 0  , 0  , 90.38514  , 0  , 81.44685  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 305.542  , 0  , 41.839  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:45:07 
 2002 ,PASS ,  1.609  , 0  , 1.071  , 0.008  , 0  , 0.038  , 3.33  , 0  , 3.33  , 0  , 0  , 0  , 5.6  , 0  , 11.2  , 0  , 0  , 0  , 770.344  , 0  , 112.784  , 3.655  , 0  , 4.056  , 3.311  , 3.308  , 3.309  , 0  , 0  , 0  , 19.2  , 0  , 18.4  , 0  , 0  , 0  , 90.56087  , 0  , 81.36094  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 398.337  , 0  , 56.849  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:45:32 
 2003 ,PASS ,  1.544  , 0  , 1.099  , 0.007  , 0  , 0.04  , 3.35  , 0  , 3.35  , 0  , 0  , 0  , 7.2  , 0  , 11.2  , 0  , 0  , 0  , 774.195  , 0  , 113.578  , 3.674  , 0  , 4.084  , 3.335  , 3.331  , 3.333  , 0  , 0  , 0  , 20  , 0  , 18.4  , 0  , 0  , 0  , 90.44638  , 0  , 81.41528  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 343.77  , 0  , 50.568  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:45:57 
 2004 ,PASS ,  1.632  , 0  , 1.088  , 0.008  , 0  , 0.039  , 3.363  , 0  , 3.361  , 0  , 0  , 0  , 7.2  , 0  , 11.2  , 0  , 0  , 0  , 774.825  , 0  , 113.732  , 3.679  , 0  , 4.088  , 3.341  , 3.335  , 3.335  , 0  , 0  , 0  , 21.6  , 0  , 20  , 0  , 0  , 0  , 90.70399  , 0  , 81.38454  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 383.383  , 0  , 55.454  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:46:21 
 2005 ,PASS ,  1.541  , 0  , 1.074  , 0.007  , 0  , 0.038  , 3.313  , 0  , 3.313  , 0  , 0  , 0  , 5.6  , 0  , 10.4  , 0  , 0  , 0  , 767.555  , 0  , 112.529  , 3.641  , 0  , 4.047  , 3.299  , 3.295  , 3.295  , 0  , 0  , 0  , 20  , 0  , 20  , 0  , 0  , 0  , 90.35979  , 0  , 81.41833  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 372.758  , 0  , 54.547  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:46:45 
 2006 ,PASS ,  1.57  , 0  , 1.079  , 0.007  , 0  , 0.038  , 3.329  , 0  , 3.329  , 0  , 0  , 0  , 7.2  , 0  , 10.4  , 0  , 0  , 0  , 770.098  , 0  , 112.725  , 3.653  , 0  , 4.054  , 3.309  , 3.305  , 3.303  , 0  , 0  , 0  , 19.2  , 0  , 20  , 0  , 0  , 0  , 90.36408  , 0  , 81.37642  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 380.797  , 0  , 54.419  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:47:09 
 2007 ,PASS ,  1.55  , 0  , 1.098  , 0.007  , 0  , 0.04  , 3.328  , 0  , 3.329  , 0  , 0  , 0  , 7.2  , 0  , 11.2  , 0  , 0  , 0  , 769.751  , 0  , 112.759  , 3.652  , 0  , 4.055  , 3.31  , 3.306  , 3.306  , 0  , 0  , 0  , 20  , 0  , 19.2  , 0  , 0  , 0  , 90.19715  , 0  , 81.52898  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 351.269  , 0  , 51.171  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:47:34 
 2008 ,PASS ,  1.592  , 0  , 1.085  , 0.008  , 0  , 0.039  , 3.346  , 0  , 3.348  , 0  , 0  , 0  , 7.2  , 0  , 10.4  , 0  , 0  , 0  , 774.309  , 0  , 113.071  , 3.673  , 0  , 4.066  , 3.329  , 3.326  , 3.325  , 0  , 0  , 0  , 17.6  , 0  , 16.8  , 0  , 0  , 0  , 90.38932  , 0  , 81.3576  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 407.249  , 0  , 57.994  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:47:59 
 2009 ,PASS ,  1.552  , 0  , 1.101  , 0.007  , 0  , 0.039  , 3.348  , 0  , 3.348  , 0  , 0  , 0  , 6.4  , 0  , 12  , 0  , 0  , 0  , 773.156  , 0  , 113.301  , 3.669  , 0  , 4.074  , 3.331  , 3.329  , 3.328  , 0  , 0  , 0  , 20  , 0  , 18.4  , 0  , 0  , 0  , 90.40611  , 0  , 81.68876  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 344.867  , 0  , 50.751  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:48:26 
 2010 ,PASS ,  1.71  , 0  , 1.101  , 0.008  , 0  , 0.04  , 3.356  , 0  , 3.355  , 0  , 0  , 0  , 5.6  , 0  , 12  , 0  , 0  , 0  , 776.134  , 0  , 113.864  , 3.68  , 0  , 4.095  , 3.341  , 3.336  , 3.336  , 0  , 0  , 0  , 20.8  , 0  , 21.6  , 0  , 0  , 0  , 90.67934  , 0  , 81.44079  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 374.452  , 0  , 53.319  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:48:52 
 2011 ,PASS ,  1.603  , 0  , 1.081  , 0.008  , 0  , 0.039  , 3.344  , 0  , 3.345  , 0  , 0  , 0  , 5.6  , 0  , 10.4  , 0  , 0  , 0  , 772.583  , 0  , 113.237  , 3.664  , 0  , 4.071  , 3.324  , 3.321  , 3.32  , 0  , 0  , 0  , 18.4  , 0  , 19.2  , 0  , 0  , 0  , 90.52947  , 0  , 81.52788  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 380.798  , 0  , 54.474  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:49:19 
 2012 ,PASS ,  1.548  , 0  , 1.089  , 0.007  , 0  , 0.039  , 3.345  , 0  , 3.344  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 772.913  , 0  , 113.192  , 3.666  , 0  , 4.07  , 3.325  , 3.321  , 3.323  , 0  , 0  , 0  , 17.6  , 0  , 16  , 0  , 0  , 0  , 90.3437  , 0  , 81.40049  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 337.977  , 0  , 47.747  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:49:45 
 2013 ,PASS ,  1.555  , 0  , 1.083  , 0.008  , 0  , 0.039  , 3.325  , 0  , 3.325  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 768.653  , 0  , 112.409  , 3.647  , 0  , 4.042  , 3.303  , 3.3  , 3.296  , 0  , 0  , 0  , 17.6  , 0  , 17.6  , 0  , 0  , 0  , 90.37565  , 0  , 81.27165  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 371.67  , 0  , 51.92  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:50:10 
 2014 ,PASS ,  1.562  , 0  , 1.088  , 0.007  , 0  , 0.038  , 3.345  , 0  , 3.345  , 0  , 0  , 0  , 5.6  , 0  , 10.4  , 0  , 0  , 0  , 772.983  , 0  , 113.57  , 3.668  , 0  , 4.083  , 3.328  , 3.324  , 3.323  , 0  , 0  , 0  , 20.8  , 0  , 20  , 0  , 0  , 0  , 90.7579  , 0  , 81.31275  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 379.779  , 0  , 55.704  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:50:41 
 2015 ,PASS ,  1.566  , 0  , 1.079  , 0.007  , 0  , 0.039  , 3.333  , 0  , 3.336  , 0  , 0  , 0  , 5.6  , 0  , 11.2  , 0  , 0  , 0  , 770.983  , 0  , 113.162  , 3.659  , 0  , 4.07  , 3.318  , 3.315  , 3.315  , 0  , 0  , 0  , 19.2  , 0  , 16.8  , 0  , 0  , 0  , 90.40722  , 0  , 81.2285  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 387.72  , 0  , 55.56  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:51:06 
 2016 ,PASS ,  1.592  , 0  , 1.116  , 0.008  , 0  , 0.039  , 3.315  , 0  , 3.315  , 0  , 0  , 0  , 7.2  , 0  , 11.2  , 0  , 0  , 0  , 767.5  , 0  , 112.266  , 3.639  , 0  , 4.036  , 3.295  , 3.29  , 3.293  , 0  , 0  , 0  , 20  , 0  , 19.2  , 0  , 0  , 0  , 90.3545  , 0  , 81.49158  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 359.23  , 0  , 50.534  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:51:30 
 2017 ,PASS ,  1.519  , 0  , 1.114  , 0.007  , 0  , 0.039  , 3.315  , 0  , 3.315  , 0  , 0  , 0  , 7.2  , 0  , 11.2  , 0  , 0  , 0  , 767.297  , 0  , 112.499  , 3.643  , 0  , 4.045  , 3.298  , 3.296  , 3.295  , 0  , 0  , 0  , 18.4  , 0  , 18.4  , 0  , 0  , 0  , 90.28274  , 0  , 81.31026  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 375.477  , 0  , 53.012  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:51:53 
 2018 ,PASS ,  1.537  , 0  , 1.057  , 0.007  , 0  , 0.038  , 3.328  , 0  , 3.328  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 770.059  , 0  , 112.861  , 3.652  , 0  , 4.057  , 3.31  , 3.308  , 3.308  , 0  , 0  , 0  , 18.4  , 0  , 18.4  , 0  , 0  , 0  , 90.4436  , 0  , 81.36554  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 362.971  , 0  , 51.707  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:52:19 
 2019 ,PASS ,  1.583  , 0  , 1.074  , 0.007  , 0  , 0.039  , 3.313  , 0  , 3.313  , 0  , 0  , 0  , 6.4  , 0  , 11.2  , 0  , 0  , 0  , 766.161  , 0  , 112.473  , 3.638  , 0  , 4.044  , 3.296  , 3.294  , 3.293  , 0  , 0  , 0  , 17.6  , 0  , 18.4  , 0  , 0  , 0  , 90.29687  , 0  , 81.28091  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 399.662  , 0  , 57.588  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:52:42 
 2020 ,PASS ,  1.587  , 0  , 1.114  , 0.008  , 0  , 0.039  , 3.335  , 0  , 3.335  , 0  , 0  , 0  , 6.4  , 0  , 10.4  , 0  , 0  , 0  , 770.782  , 0  , 112.779  , 3.66  , 0  , 4.056  , 3.318  , 3.316  , 3.316  , 0  , 0  , 0  , 17.6  , 0  , 17.6  , 0  , 0  , 0  , 90.46449  , 0  , 81.3856  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 332.215  , 0  , 45.71  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  , 0  ,2018/1/3 ,上午 11:53:05 
